Time;Open;High;Low;Close;Volumn;MA5;MA10;MA20;MA50;MA8;MA13;MA21;MO5;MO8;MO10;MO12;MO13;MO21;RSI5;RSI8;RSI9;RSI10;RSI12;RSI13;RSI14;RSI21;RSI25,
1978.06.14;0.9378;0.9378;0.9378;0.9378;1;0;0;0;0;0;0;0;100.214;99.8297;100.568;101.483;101.703;102.235;58.1443;59.3904;58.6841;57.8346;56.0774;55.2607;54.5117;51.2241;50.4876,
1978.06.15;0.9335;0.9336;0.9335;0.9335;21;0;0;0;0;0;0;0;99.5521;99.9679;99.7649;101.006;101.017;101.733;38.233;47.3538;48.3185;48.8082;49.0158;48.9268;48.784;47.8682;47.7835,
1978.06.16;0.9351;0.9356;0.9347;0.9353;161;0;0;0;0;0;0;0;99.7866;99.9252;99.5636;100.3;101.201;100.776;47.619;52.0071;52.2873;52.2728;51.7883;51.4503;51.1002;49.3274;48.9751,
1978.06.19;0.9352;0.9352;0.9352;0.9352;1;0;0;0;0;0;0;0;99.4153;99.9359;100.15;99.9466;100.29;101.586;47.1218;51.7169;52.0376;52.0553;51.6181;51.2978;50.9623;49.247;48.9105,
1978.06.20;0.9398;0.9398;0.9396;0.9396;21;0;0;0;0;0;0;0;100.107;100.203;100.385;100.021;100.417;102.097;66.4123;62.2973;61.2095;60.1588;58.2076;57.3284;56.5218;52.8015;51.8229,
1978.06.21;0.9431;0.9431;0.9429;0.9429;21;0;0;0;0;0;0;0;100.544;100.597;100.759;100.975;100.373;102.78;74.9721;68.2591;66.5989;65.0775;62.3978;61.2292;60.169;55.2685;53.8771,
1978.06.22;0.9369;0.9371;0.9363;0.9365;121;0;0;0;0;0;0;0;100.321;99.5535;99.872;100.053;100.289;101.971;46.3415;50.5443;51.1068;51.4025;51.4781;51.3642;51.1988;49.9517;49.6044,
1978.06.23;0.9418;0.9418;0.9416;0.9418;41;0;0;0;0;0;0;0;100.695;100.341;100.48;100.641;100.62;102.181;61.5437;60.2963;59.8155;59.2765;58.1021;57.5063;56.9258;53.815;52.8312,
1978.06.26;0.9418;0.9418;0.9418;0.9418;1;0;0;0;0;0;0;0;100.706;100.427;100.117;100.437;100.641;102.136;61.5437;60.2963;59.8155;59.2765;58.1021;57.5063;56.9258;53.815;52.8312,
1978.06.27;0.94;0.9401;0.9396;0.9396;61;0;0;0;0;0;0;0;100;100.653;100.107;100.245;100.203;101.677;51.9903;54.4727;54.6972;54.732;54.4313;54.1735;53.8817;51.9788;51.3503,
1978.06.28;0.9416;0.942;0.9415;0.9419;71;0;0;0;0;0;0;0;99.8939;100.706;100.437;100.128;100.491;101.915;60.0869;59.1829;58.8396;58.4338;57.494;56.9962;56.5006;53.7125;52.7914,
1978.06.29;0.9421;0.9429;0.9418;0.9423;201;0;0;0;0;0;0;0;100.619;100.759;100.943;100.394;100.17;101.051;61.4985;60.0053;59.563;59.0804;58.0292;57.4896;56.9584;54.0157;53.0434,
1978.06.30;0.9438;0.9441;0.9438;0.9439;51;0;0;0;0;0;0;0;100.223;100.458;100.919;100.65;100.565;100.876;67.2836;63.3785;62.5267;61.7265;60.2151;59.5028;58.825;55.2468;54.065,
1978.07.03;0.9469;0.9477;0.9456;0.9467;401;0;0;0;0;0;0;0;100.52;100.403;101.23;101.414;100.949;100.777;75.3769;68.6642;67.252;66.0015;63.813;62.8392;61.936;57.3451;55.8173,
1978.07.04;0.948;0.948;0.948;0.948;1;0;0;0;0;0;0;0;100.894;101.228;100.894;101.358;101.553;101.521;78.4682;70.8934;69.2756;67.8538;65.398;64.3178;63.3216;58.2983;56.6177,
1978.07.05;0.9518;0.9519;0.9518;0.9518;21;0;0;0;0;0;0;0;101.051;101.062;100.944;101.775;101.764;101.688;85.2392;76.4823;74.4646;72.6868;69.6384;68.3107;67.0925;60.9749;58.8854,
1978.07.06;0.9463;0.9465;0.9463;0.9463;41;0;0;0;0;0;0;0;100.424;100.478;101.046;100.713;101.187;101.122;54.3293;58.0459;58.4037;58.5342;58.3481;58.1141;57.8258;55.5558;54.5836,
1978.07.07;0.9506;0.9506;0.9501;0.9504;81;0;0;0;0;0;0;0;100.689;101.149;100.913;100.795;101.149;101.354;65.8639;65.1939;64.7752;64.2928;63.2;62.6201;62.0354;58.4464;57.0217,
1978.07.10;0.9564;0.9564;0.9564;0.9564;1;0;0;0;0;0;0;0;101.025;101.539;101.55;102.125;101.432;102.038;76.6511;72.9125;71.8692;70.8706;68.9705;68.0663;67.1956;62.222;60.2727,
1978.07.11;0.954;0.9542;0.9538;0.954;81;0;0;0;0;0;0;0;100.633;101.242;101.533;101.295;101.869;101.414;66.1925;66.2013;65.8972;65.5073;64.5535;64.0241;63.4789;59.9348;58.4311,
1978.07.12;0.9507;0.9507;0.9505;0.9507;41;0;0;0;0;0;0;0;99.8844;100.72;100.934;100.945;100.945;101.289;53.6183;57.8358;58.3916;58.7184;58.8957;58.8206;58.6732;56.9144;55.9811,
1978.07.13;0.9518;0.952;0.9518;0.9519;31;0;0;0;0;0;0;0;100.592;100.549;101.019;101.309;101.072;101.504;57.3049;59.9396;60.244;60.3775;60.2768;60.0982;59.8631;57.7278;56.6693,
1978.07.14;0.9495;0.9497;0.9495;0.9496;31;0;0;0;0;0;0;0;99.9158;100.169;100.604;100.817;101.064;101.725;48.138;54.034;54.9673;55.6172;56.3201;56.4611;56.5049;55.6148;54.954,
1978.07.17;0.9449;0.9449;0.9447;0.9449;41;0;0;0;0;0;0;0;98.7976;99.2751;99.8099;100.276;100.319;101.026;34.174;43.9267;45.7543;47.1726;49.1307;49.7906;50.2958;51.5651;51.6276,
1978.07.18;0.9462;0.9464;0.946;0.9464;61;0;0;0;0;0;0;0;99.2034;100.011;99.8312;100.265;100.435;101.198;41.0015;47.508;48.8334;49.8716;51.2953;51.761;52.1047;52.7188;52.5818,
1978.07.19;0.9495;0.9495;0.9495;0.9495;1;0;0;0;0;0;0;0;99.8738;99.9053;99.7584;100.296;100.593;101.054;53.4693;54.3886;54.7988;55.1352;55.5589;55.6572;55.6935;55.0427;54.5134,
1978.07.20;0.9505;0.9505;0.9505;0.9505;1;0;0;0;0;0;0;0;99.8529;99.3831;100.444;100.264;100.401;100.806;57.1229;56.4912;56.6336;56.7624;56.887;56.8744;56.8175;55.7788;55.1277,
1978.07.21;0.9526;0.9527;0.9523;0.9526;81;0;0;0;0;0;0;0;100.316;99.8532;100.231;100.084;100.485;101.719;64.4502;60.8252;60.4285;60.1361;59.6495;59.4093;59.1607;57.3199;56.4151,
1978.07.24;0.9564;0.9565;0.9564;0.9564;21;0;0;0;0;0;0;0;101.217;100.6;100;101.067;100.483;101.55;74.3608;67.5167;66.4119;65.5418;64.1803;63.6032;63.0661;59.9703;58.6513,
1978.07.25;0.9558;0.9561;0.9555;0.9559;111;0;0;0;0;0;0;0;101.004;100.42;100.199;100.579;101.014;101.497;71.1007;65.8259;64.958;64.2677;63.1623;62.6801;62.2229;59.4601;58.2417,
1978.07.26;0.9521;0.9523;0.9516;0.9522;131;0;0;0;0;0;0;0;100.284;100.274;100.158;99.5609;100.189;101.341;50.5861;54.3212;54.9442;55.4109;55.9925;56.1471;56.2318;55.7737;55.2669,
1978.07.27;0.9503;0.9513;0.9488;0.9501;481;0;0;0;0;0;0;0;99.9579;100.55;99.8109;99.5912;99.3413;100.871;41.9907;48.79;50.0206;50.9803;52.3156;52.7656;53.1063;53.7864;53.6468,
1978.07.28;0.957;0.957;0.957;0.957;1;0;0;0;0;0;0;0;100.462;101.12;100.779;100.663;100.314;101.56;65.8342;62.9546;62.4566;62.0565;61.4011;61.104;60.8133;58.8455;57.8733,
1978.07.31;0.9595;0.9599;0.9594;0.9597;81;0;0;0;0;0;0;0;100.345;101.074;101.566;100.819;100.947;101.674;71.5533;67.0326;66.1629;65.4507;64.3044;63.812;63.3514;60.6168;59.3828,
1978.08.01;0.9583;0.9585;0.9575;0.9583;201;0;0;0;0;0;0;0;100.251;100.821;101.257;100.916;100.672;101.225;64.5499;62.9276;62.5602;62.2429;61.6801;61.4103;61.1401;59.2289;58.2553,
1978.08.02;0.959;0.9592;0.9587;0.9591;91;0;0;0;0;0;0;0;100.725;100.682;101.011;101.503;101;101.171;66.8663;64.3532;63.8265;63.3823;62.6308;62.289;61.9573;59.7814;58.7218,
1978.08.03;0.9618;0.962;0.9617;0.9618;61;0;0;0;0;0;0;0;101.231;100.565;101.189;101.627;101.789;101.051;74.0264;68.9576;67.943;67.1051;65.7585;65.1871;64.6585;61.6244;60.2823,
1978.08.04;0.9626;0.9632;0.9619;0.9624;241;0;0;0;0;0;0;0;100.564;100.68;101.029;101.359;101.691;101.701;75.4972;69.9435;68.8298;67.9106;66.4394;65.8195;65.249;62.0304;60.6268,
1978.08.07;0.9739;0.9745;0.973;0.974;291;0;0;0;0;0;0;0;101.49;102.289;101.84;102.472;102.58;102.483;89.6547;82.3383;80.539;78.9721;76.3564;75.2397;74.2181;68.7432;66.4825,
1978.08.08;0.9839;0.9845;0.9838;0.9843;101;0;0;0;0;0;0;0;102.713;103.6;102.971;103.328;103.556;102.917;93.6969;87.5488;85.8491;84.3085;81.6179;80.4284;79.3216;73.1662;70.5355,
1978.08.09;0.986;0.986;0.9859;0.9859;11;0;0;0;0;0;0;0;102.794;103.02;103.539;103.084;103.496;103.344;94.1414;88.1685;86.4931;84.967;82.2859;81.0951;79.9844;73.7716;71.101,
1978.08.10;0.9894;0.9894;0.9894;0.9894;1;0;0;0;0;0;0;0;102.87;103.095;104.136;103.505;103.45;104.071;95.0885;89.4777;87.8536;86.3584;83.6995;82.5071;81.3897;75.0637;72.3118,
1978.08.11;0.9941;0.9942;0.9935;0.994;131;0;0;0;0;0;0;0;103.283;103.725;103.866;104.39;103.986;104.423;96.1191;90.9773;89.4281;87.9826;85.3731;84.1887;83.0718;76.6511;73.8138,
1978.08.14;1.0045;1.0046;1.0043;1.0043;41;0;0;0;0;0;0;0;103.111;104.713;104.647;105.705;105.472;105.76;97.5551;93.3886;92.0304;90.729;88.3058;87.1784;86.1012;79.6906;76.755,
1978.08.15;1;1.0001;0.9998;1.0001;51;0;0;0;0;0;0;0;101.605;103.982;104.362;104.504;105.263;105.842;82.0757;83.046;82.6928;82.2162;81.0746;80.4579;79.8279;75.4834;73.2599,
1978.08.16;1.0053;1.0053;1.0053;1.0053;1;0;0;0;0;0;0;0;101.968;104.458;104.817;104.751;105.047;106.224;85.6095;85.3429;84.8358;84.2492;82.9594;82.2891;81.614;77.058;74.7432,
1978.08.17;0.9814;0.9821;0.9809;0.9814;241;0;0;0;0;0;0;0;99.1914;100.76;102.038;102.411;102.261;103.36;40.1417;49.8611;51.7214;53.1941;55.3309;56.1091;56.7445;58.8252;59.059,
1978.08.18;0.9805;0.981;0.9794;0.9805;321;0;0;0;0;0;0;0;98.6419;99.6139;101.881;102.231;102.317;103.156;39.1627;48.9846;50.88;52.3862;54.5842;55.3902;56.0519;58.28;58.5768,
1978.08.21;0.9747;0.975;0.9745;0.9746;91;0;0;0;0;0;0;0;97.0427;98.8538;100.062;101.331;101.616;102.309;32.6393;43.2843;45.4298;47.1678;49.7794;50.7705;51.6047;54.7847;55.4836,
1978.08.22;0.9783;0.979;0.9778;0.9785;221;0;0;0;0;0;0;0;97.8402;98.8983;99.4107;101.673;101.736;102.311;40.7887;47.8673;49.456;50.7696;52.7769;53.545;54.1919;56.5916;57.0455,
1978.08.23;0.9735;0.9735;0.9734;0.9734;11;0;0;0;0;0;0;0;96.8268;97.9276;98.7321;99.9384;101.143;101.831;34.0542;42.7094;44.6135;46.1938;48.6357;49.586;50.3977;53.6479;54.4435,
1978.08.24;0.9775;0.9775;0.9775;0.9775;1;0;0;0;0;0;0;0;99.6026;97.3315;98.7973;99.3092;100.359;102.657;43.4387;47.8703;49.1193;50.2028;51.9428;52.636;53.2326;55.5975;56.1196,
1978.08.25;0.9714;0.9714;0.971;0.9712;61;0;0;0;0;0;0;0;99.0515;97.1103;97.7062;98.509;98.6691;102.221;34.1142;41.3318;43.0633;44.5372;46.8829;47.8201;48.6331;52.0643;52.9986,
1978.08.28;0.9674;0.9676;0.9668;0.9673;151;0;0;0;0;0;0;0;99.251;96.22;96.3158;97.7663;98.1134;101.076;29.2548;37.6898;39.6581;41.3291;43.9891;45.0555;45.9843;49.9989;51.1639,
1978.08.29;0.9801;0.9808;0.9791;0.9798;311;0;0;0;0;0;0;0;100.133;99.837;97.9702;98.5714;99.0297;102.094;54.9592;52.8944;53.0458;53.3071;53.9316;54.241;54.532;55.888;56.2237,
1978.08.30;0.9834;0.984;0.9831;0.9837;151;0;0;0;0;0;0;0;101.058;100.326;97.8514;97.9488;98.9638;102.651;60.5494;56.6649;56.4382;56.3933;56.5564;56.6883;56.8275;57.5268;57.6497,
1978.08.31;0.9834;0.9834;0.9834;0.9834;1;0;0;0;0;0;0;0;100.604;100.903;100.204;98.3302;97.9189;102.534;59.8353;56.269;56.0875;56.0765;56.2872;56.4368;56.5909;57.3547;57.4996,
1978.09.01;0.9887;0.9892;0.988;0.9886;231;0;0;0;0;0;0;0;101.792;101.032;100.826;98.3388;98.8501;102.786;68.0096;61.5863;60.833;60.3647;59.8957;59.7873;59.7222;59.5567;59.4077,
1978.09.04;0.9925;0.9925;0.9925;0.9925;1;0;0;0;0;0;0;0;102.605;101.962;101.837;101.131;98.7267;103.128;73.1353;65.2119;64.1059;63.3466;62.433;62.1525;61.9398;61.1371;60.7833,
1978.09.05;0.9879;0.9879;0.9879;0.9879;1;0;0;0;0;0;0;0;100.827;101.064;100.961;100.755;100.662;101.427;59.1598;57.8515;57.7073;57.6613;57.7331;57.808;57.8912;58.315;58.3538,
1978.09.06;0.9876;0.9876;0.9872;0.9876;81;0;0;0;0;0;0;0;100.396;101.689;101.459;101.334;100.724;100.335;58.2524;57.3689;57.2877;57.2887;57.4256;57.5239;57.6267;58.1313;58.1957,
1978.09.07;0.984;0.984;0.984;0.984;1;0;0;0;0;0;0;0;100.061;101.726;100.665;100.562;100.964;99.8073;47.3563;51.4792;52.1677;52.7446;53.6818;54.0696;54.4134;55.9115;56.2903,
1978.09.08;0.9759;0.9764;0.9751;0.9758;251;0;0;0;0;0;0;0;98.7052;99.5918;100.474;100.247;99.7241;98.6254;30.8999;40.6227;42.4466;43.9264;46.198;47.0916;47.8662;51.2326;52.2326,
1978.09.11;0.9775;0.9775;0.9775;0.9775;1;0;0;0;0;0;0;0;98.4887;99.3697;101.054;100;100.421;98.34;36.6086;43.4484;44.8437;46.0058;47.8425;48.582;49.23;52.105;52.9648,
1978.09.12;0.9799;0.9803;0.9797;0.9802;91;0;0;0;0;0;0;0;99.2206;99.6746;100.041;100.927;100.276;97.6003;45.5406;47.945;48.6642;49.3222;50.4658;50.9588;51.4045;53.4926;54.1281,
1978.09.13;0.9882;0.9887;0.9874;0.9882;261;0;0;0;0;0;0;0;100.061;99.9595;100.457;102.161;101.75;98.8101;64.2153;58.9875;58.2936;57.8463;57.3926;57.2954;57.2473;57.3379;57.3814,
1978.09.14;0.9863;0.9863;0.9862;0.9862;11;0;0;0;0;0;0;0;100.224;99.3652;100.285;100.653;101.954;98.1001;58.0001;55.6166;55.3724;55.2642;55.2842;55.3582;55.4523;56.1199;56.3408,
1978.09.15;0.9889;0.9889;0.9887;0.9889;41;0;0;0;0;0;0;0;101.342;100.101;100.03;100.529;100.929;100.764;63.8968;59.2127;58.5287;58.0715;57.5792;57.4616;57.3945;57.4025;57.4265,
1978.09.18;0.9904;0.9904;0.9904;0.9904;1;0;0;0;0;0;0;0;101.32;100.284;99.7884;100.712;100.681;101.01;67.1041;61.2083;60.2843;59.6351;58.859;58.6346;58.4776;58.1167;58.0305,
1978.09.19;0.9901;0.9901;0.99;0.99;11;0;0;0;0;0;0;0;101;100.61;100.213;100.142;100.671;101.58;65.1741;60.3091;59.5283;58.9834;58.3469;58.1712;58.0538;57.8452;57.8027,
1978.09.20;0.9967;0.9968;0.9964;0.9965;61;0;0;0;0;0;0;0;100.84;102.121;100.901;100.403;100.799;101.84;78.0168;68.8173;67.0762;65.7431;63.9125;63.2802;62.7751;60.9578;60.4317,
1978.09.21;1.0019;1.0019;1.0016;1.0017;41;0;0;0;0;0;0;0;101.572;102.476;101.799;101.397;100.927;102.907;83.9394;73.9272;71.8081;70.1203;67.6813;66.7951;66.0658;63.2379;62.3847,
1978.09.22;1.0014;1.0014;1.0009;1.0012;81;0;0;0;0;0;0;0;101.244;102.142;102.603;101.377;101.346;102.425;81.3066;72.6195;70.7088;69.176;66.9479;66.1357;65.4666;62.8672;62.0778,
1978.09.25;1.0094;1.011;1.0074;1.0094;721;0;0;0;0;0;0;0;101.918;102.145;103.263;102.581;102.207;103.933;88.6224;79.4371;77.16;75.2498;72.315;71.1892;70.235;66.2717;65.0177,
1978.09.26;1.0027;1.0027;1.0026;1.0027;21;0;0;0;0;0;0;0;101.283;101.673;102.295;102.757;101.9;103.66;63.3148;64.4515;64.169;63.8309;63.1715;62.8829;62.6258;61.439;60.9933,
1978.09.27;1.0079;1.0087;1.0072;1.008;291;0;0;0;0;0;0;0;101.154;101.931;102.004;103.12;103.3;102.878;71.3927;69.6308;68.8381;68.0873;66.7946;66.2569;65.7838;63.6412;62.8862,
1978.09.28;1.0087;1.009;1.0086;1.0086;71;0;0;0;0;0;0;0;100.689;101.838;102.271;102.897;103.182;102.531;72.2571;70.1927;69.3468;68.5528;67.1932;66.6289;66.1326;63.8864;63.0974,
1978.09.29;1.0085;1.009;1.0079;1.0083;201;0;0;0;0;0;0;0;100.709;101.848;101.962;102.034;102.867;102.532;70.9177;69.4584;68.7158;68.0017;66.7561;66.2334;65.7715;63.661;62.9109,
1978.10.02;1.011;1.0123;1.0091;1.0108;621;0;0;0;0;0;0;0;100.139;101.435;102.06;102.494;102.287;102.246;75.6243;72.2257;71.1747;70.2184;68.6122;67.951;67.3705;64.749;63.8385,
1978.10.03;1.0226;1.0226;1.0223;1.0226;61;0;0;0;0;0;0;0;101.985;102.086;103.293;103.408;103.691;103.033;87.5306;81.3441;79.6628;78.1549;75.621;74.5664;73.6316;69.304;67.7979,
1978.10.04;1.0284;1.0284;1.0284;1.0284;1;0;0;0;0;0;0;0;102.024;102.717;103.201;103.837;103.994;104.1;90.4089;84.2489;82.5106;80.9303;78.2279;77.0851;76.063;71.223;69.5074,
1978.10.05;1.0297;1.0301;1.0292;1.0296;171;0;0;0;0;0;0;0;102.082;102.001;102.785;104;103.958;104.253;90.9492;84.8083;83.0626;81.4714;78.741;77.5826;76.5449;71.6086;69.8523,
1978.10.06;1.028;1.0289;1.0271;1.028;361;0;0;0;0;0;0;0;101.954;102.523;102.677;103.161;103.838;104.472;83.1428;80.4548;79.3077;78.1845;76.1314;75.2233;74.3944;70.29;68.7719,
1978.10.09;1.0231;1.0231;1.0231;1.0231;1;0;0;0;0;0;0;0;101.217;101.498;101.357;102.136;102.669;104.847;62.5803;68.2014;68.6202;68.7465;68.5421;68.3292;68.0858;66.3606;65.5381,
1978.10.10;1.0331;1.0335;1.0331;1.0332;71;0;0;0;0;0;0;0;101.037;102.439;103.042;103.196;103.145;105.698;77.1443;76.5976;76.0914;75.5156;74.3024;73.7095;73.1415;69.9914;68.6984,
1978.10.11;1.0451;1.0454;1.0447;1.045;131;0;0;0;0;0;0;0;101.614;103.64;103.671;103.527;104.375;106.611;85.4274;82.6976;81.79;80.8888;79.1649;78.3621;77.6052;73.5;71.841,
1978.10.12;1.0431;1.0433;1.0429;1.0432;71;0;0;0;0;0;0;0;101.321;103.205;103.43;104.039;103.349;105.566;79.9057;79.1031;78.576;77.988;76.7482;76.1355;75.5428;72.1489;70.7129,
1978.10.13;1.0511;1.0511;1.051;1.0511;21;0;0;0;0;0;0;0;102.247;102.787;104.245;104.276;104.827;106.581;85.1659;82.8436;82.0573;81.2645;79.7133;78.9758;78.272;74.324;72.6745,
1978.10.16;1.0524;1.0562;1.0487;1.0526;1481;0;0;0;0;0;0;0;102.883;102.353;104.135;104.362;104.425;106.442;86.0336;83.485;82.6592;81.8349;80.2353;79.4782;78.7568;74.7176;73.0318,
1978.10.17;1.0645;1.0646;1.0643;1.0643;41;0;0;0;0;0;0;0;103.01;103.37;104.078;105.554;105.523;107.462;91.1061;87.6135;86.6028;85.6275;83.7858;82.9259;82.1095;77.5381;75.6215,
1978.10.18;1.0656;1.0659;1.0652;1.0657;131;0;0;0;0;0;0;0;101.981;103.667;103.627;105.431;105.693;107.646;91.5644;88.0229;87.0008;86.0157;84.1573;83.2898;82.4661;77.8486;75.9099,
1978.10.19;1.0654;1.0654;1.0651;1.0654;61;0;0;0;0;0;0;0;102.128;104.134;103.477;104.185;105.402;106.914;90.3179;87.3161;86.3822;85.4661;83.709;82.8797;82.0885;77.6072;75.71,
1978.10.20;1.0814;1.0819;1.0811;1.0813;151;0;0;0;0;0;0;0;102.873;104.655;105.185;105.144;105.74;107.946;94.9092;91.4667;90.4365;89.4396;87.5453;86.6528;85.7996;80.9023;78.7929,
1978.10.23;1.0825;1.0831;1.0815;1.0824;311;0;0;0;0;0;0;0;102.831;103.579;105.796;105.128;105.251;108.11;95.1097;91.6819;90.6531;89.657;87.7628;86.8697;86.0154;81.1043;78.9851,
1978.10.24;1.0792;1.0793;1.079;1.0791;51;0;0;0;0;0;0;0;101.391;103.441;104.443;104.971;104.808;106.905;82.8681;84.3851;84.2162;83.9005;83.0183;82.5122;81.9887;78.4894;76.8096,
1978.10.25;1.0995;1.1003;1.0985;1.0996;351;0;0;0;0;0;0;0;103.181;104.614;105.225;107.477;106.965;109.664;91.4317;90.0227;89.451;88.8444;87.5716;86.9257;86.2843;82.227;80.3177,
1978.10.26;1.1111;1.1111;1.1111;1.1111;1;0;0;0;0;0;0;0;104.289;105.558;106.509;107.54;108.601;110.228;93.6556;91.8981;91.2768;90.6366;89.3235;88.6643;88.0116;83.8771;81.9162,
1978.10.27;1.1132;1.1151;1.111;1.1132;821;0;0;0;0;0;0;0;102.95;104.595;105.908;106.526;107.743;110.371;94.0104;92.2039;91.5763;90.9322;89.6151;88.9549;88.3013;84.1591;82.1913,
1978.10.30;1.1347;1.1347;1.1347;1.1347;1;0;0;0;0;0;0;0;104.832;106.475;107.8;108.771;108.584;112.536;96.5091;94.5922;93.9636;93.3281;92.0426;91.3999;90.7627;86.6662;84.6775,
1978.10.31;1.1148;1.1149;1.1146;1.1149;51;0;0;0;0;0;0;0;103.318;104.646;104.754;106.07;106.873;110.299;65.1987;71.5289;72.6365;73.4655;74.5382;74.8659;75.0932;75.1633;74.6768,
1978.11.01;1.0517;1.0523;1.0513;1.052;171;0;0;0;0;0;0;0;95.6712;97.2903;98.7145;99.943;100.086;102.875;28.4922;37.9423;40.1048;41.951;44.9278;46.1406;47.2096;52.0981;53.6926,
1978.11.02;1.0449;1.0449;1.0449;1.0449;1;0;0;0;0;0;0;0;94.0419;96.5355;98.0758;98.1772;99.2685;101.604;26.3955;35.7752;37.9466;39.8093;42.8325;44.0727;45.1707;50.2698;51.9753,
1978.11.03;1.0342;1.0349;1.0335;1.0343;271;0;0;0;0;0;0;0;92.9123;95.8484;95.6534;97.0536;97.1812;100.456;23.2082;32.5985;34.8012;36.701;39.8088;41.094;42.2378;47.6485;49.5126,
1978.11.06;1.0259;1.0266;1.0257;1.026;171;0;0;0;0;0;0;0;90.4204;93.3067;94.7894;96.3019;96.2747;99.8054;20.7551;30.1988;32.433;34.3665;37.5448;38.8658;40.0452;45.6897;47.6703,
1978.11.07;1.0274;1.0274;1.0274;1.0274;1;0;0;0;0;0;0;0;92.1518;92.4669;95.209;95.0153;96.4333;100.42;22.4826;31.1755;33.2943;35.1397;38.1917;39.4656;40.6053;46.0823;48.0102,
1978.11.08;1.042;1.0421;1.0414;1.042;141;0;0;0;0;0;0;0;99.0494;93.604;94.7617;96.2676;96.3655;100.852;39.6364;41.0123;41.9732;42.9303;44.7064;45.5057;46.2448;50.0368;51.4368,
1978.11.09;1.0369;1.0375;1.0365;1.0371;181;0;0;0;0;0;0;0;99.2535;91.3986;93.3399;96.1079;95.8149;99.244;36.2693;38.8808;40.0079;41.0898;43.0453;43.9127;44.7104;48.7761;50.2783,
1978.11.10;1.0368;1.0379;1.0362;1.0368;341;0;0;0;0;0;0;0;100.242;92.9949;93.1369;94.2888;96.0801;99.3865;36.035;38.7399;39.8792;40.9703;42.9387;43.8109;44.6128;48.6972;50.2061,
1978.11.13;1.0369;1.0375;1.0368;1.037;131;0;0;0;0;0;0;0;101.072;98.5741;91.3898;93.3309;94.307;98.6585;36.3775;38.9086;40.0238;41.0972;43.0413;43.9048;44.6995;48.7552;50.2557,
1978.11.14;1.0361;1.0364;1.0361;1.0364;31;0;0;0;0;0;0;0;100.876;99.1865;92.959;93.101;93.2769;98.461;35.6615;38.5448;39.7016;40.8049;42.7896;43.6677;44.4747;48.5822;50.0999,
1978.11.15;1.0318;1.032;1.0312;1.0317;151;0;0;0;0;0;0;0;99.0115;99.7486;98.0703;90.9227;92.6788;96.937;29.8994;35.5674;37.0709;38.4257;40.7532;41.7546;42.6644;47.2043;48.8639,
1978.11.16;1.0227;1.023;1.0224;1.023;91;0;0;0;0;0;0;0;98.6404;99.7076;97.9041;91.7571;90.156;95.9932;21.763;30.5716;32.576;34.3112;37.1802;38.3825;39.4623;44.7381;46.645,
1978.11.17;1.0164;1.0173;1.0158;1.0167;271;0;0;0;0;0;0;0;98.0613;98.9585;98.2984;96.6445;91.192;95.4289;17.4618;27.388;29.6475;31.5897;34.7719;36.0957;37.2803;43.0288;45.1001,
1978.11.20;1.0125;1.0126;1.0125;1.0125;21;0;0;0;0;0;0;0;97.6374;97.1689;98.6842;96.8992;96.2452;93.6373;14.9925;25.3747;27.7748;29.8366;33.2075;34.6066;35.8569;41.908;44.0862,
1978.11.21;1.0159;1.0159;1.0159;1.0159;1;0;0;0;0;0;0;0;98.022;97.9558;98.8807;98.221;97.2246;93.8562;25.6338;30.1267;31.7036;33.1724;35.7598;36.8899;37.9232;43.1664;45.1265,
1978.11.22;1.0171;1.0176;1.0166;1.0171;201;0;0;0;0;0;0;0;98.5849;98.0999;97.6104;99.1326;98.337;94.2545;29.5258;31.8765;33.1475;34.3955;36.6913;37.7213;38.6741;43.619;45.4993,
1978.11.23;1.0175;1.0175;1.0175;1.0175;1;0;0;0;0;0;0;0;99.4624;98.1196;98.1101;99.0364;99.1715;92.5336;31.0298;32.5202;33.6733;34.8373;37.0233;38.0162;38.9393;43.7757;45.6275,
1978.11.24;1.0133;1.0133;1.0131;1.0133;41;0;0;0;0;0;0;0;99.6656;97.7711;97.7334;97.2457;98.6276;91.1979;24.2401;29.2081;30.8105;32.2999;34.9251;36.0733;37.1243;42.4741;44.4826,
1978.11.27;1.0144;1.016;1.0126;1.0143;671;0;0;0;0;0;0;0;100.178;98.3135;97.811;97.8016;97.3417;91.1157;28.8721;31.1171;32.3511;33.5797;35.8691;36.905;37.8669;42.8986;44.8259,
1978.11.28;1.0153;1.0153;1.0153;1.0153;1;0;0;0;0;0;0;0;99.9409;99.2473;97.9641;97.9263;97.898;89.4774;33.9223;33.1765;34.0041;34.9461;36.8682;37.782;38.6472;43.3375;45.1792,
1978.11.29;1.01;1.0176;1.0021;1.0099;3091;0;0;0;0;0;0;0;99.2921;99.3312;97.887;97.3867;97.4055;90.5821;22.932;28.0087;29.6087;31.1066;33.7691;34.9409;36.0168;41.5274;43.6088,
1978.11.30;1.0141;1.0141;1.0141;1.0141;1;0;0;0;0;0;0;0;99.6658;100.158;99.13;97.8483;97.7917;96.3973;41.3924;36.7643;36.7612;37.0808;38.1784;38.8175;39.4677;43.4561;45.1533,
